#	Name	VirtualSize	VirtualAddress	SizeOfRawData	PointerToRawData	PointerToRelocations	PointerToLinenumbers	NumberOfRelocations	NumberOfLinenumbers	Characteristics
0	.text	00b06d9a	00001000	00b06e00	00000400	00000000	00000000	0000	0000	60000020
1	.rdata	002e815a	00b08000	002e8200	00b07200	00000000	00000000	0000	0000	40000040
2	.data	000913e4	00df1000	0005ec00	00def400	00000000	00000000	0000	0000	c0000040
3	.detourc	000011c0	00e83000	00001200	00e4e000	00000000	00000000	0000	0000	40000040
4	.detourd	0000000c	00e85000	00000200	00e4f200	00000000	00000000	0000	0000	c0000040
5	.fptable	00000080	00e86000	00000200	00e4f400	00000000	00000000	0000	0000	c0000040
6	.rsrc	00645908	00e87000	00645a00	00e4f600	00000000	00000000	0000	0000	40000040
7	.reloc	000b1de8	014cd000	000b1e00	01495000	00000000	00000000	0000	0000	42000040

